   0.0000000e+00  -1.0000000e+00   1.0000000e+00   1.4230000e+01
   1.0000000e+00   0.0000000e+00  -1.0000000e+00   1.7280000e+01
  -1.0000000e+00   0.0000000e+00   1.0000000e+00   1.0740000e+01
  -1.0000000e+00   0.0000000e+00  -1.0000000e+00   1.0310000e+01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6460000e+01
  -1.0000000e+00  -1.0000000e+00   0.0000000e+00   9.4200000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6820000e+01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6650000e+01
  -1.0000000e+00   1.0000000e+00   0.0000000e+00   1.1390000e+01
   0.0000000e+00  -1.0000000e+00  -1.0000000e+00   1.3020000e+01
   0.0000000e+00   1.0000000e+00  -1.0000000e+00   1.5370000e+01
   1.0000000e+00   0.0000000e+00   1.0000000e+00   1.8470000e+01
   1.0000000e+00   1.0000000e+00   0.0000000e+00   1.9180000e+01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6420000e+01
   1.0000000e+00  -1.0000000e+00   0.0000000e+00   1.7780000e+01
   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.5910000e+01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6540000e+01
