20	320	0	16.1
18.5	350	0	22.05
25	346	1	30.93
28	385	0	34.9
30	400	1	48.09
50	370	1	61.89
60	380	1	68.11
50	435	0	75.05
47	599.87	0.5	120.03
50	691	2	155.65
