RTM_price
21.01
19.95
14.35
17.36
15.45
20.41
15.39
13.89
10.13
23.4
12.04
15.58
8.78
10.77
13.02
14.64
10.72
28.64
18.07
29.6
16.51
11.09
15.95
27.35
11.8
22.9
17.39
20.31
18.92
14.64
21.06
15.68
16.42
24.36
15.61
52.83
20.34
12.74
16.61
1.37
13.58
19.15
21.2
16.74
26.81
19.08
13.17
13.85
21.01
34.71
11.23
18.13
19.09
13.39
12.59
37.99
25.44
23.12
16.42
16.75
9.31
13.13
16.78
9.69
8.43
100
24.82
10
22.1
10.75
21.02
23.46
14.73
14.85
21.91
16.56
15.26
20.12
20.42
11.8
17.51
21.17
10.79
19.51
14.59
-0.28
15.4
12.97
14.59
16.68
12.01
16.2
10.53
23.07
18.62
17.43
12.99
27.26
23.67
16.71
15.47
21.77
17.66
15.16
18.61
41.21
17.89
19.76
16.21
15.72
17.8
16.51
18.49
16.7
17.97
17.16
12
25.84
11.79
20.31
-0.47
12.86
17.02
7.45
15.41
18.33
16.83
16.98
25.9
17.07
18.7
14.01
0.31
18.62
27.61
20.45
78.89
23.34
12.76
17.79
16.07
14.26
16.29
16.05
32.46
15.24
17.98
17.91
17.47
15.6
21.1
51.49
21.29
16.63
18.2
16.6
15.53
54.38
14.75
10.65
24.25
-1.24
24.1
21.31
19.44
16.78
15.66
14.31
17.57
12.76
14.45
16.76
19.66
14.31
26.55
15.15
25.45
12.24
15.83
100
17.78
45.51
17.94
26.21
18.82
27.13
7.92
21.21
15.57
17.23
40.32
18.47
17.64
16.34
17.92
47.8
13.26
16.68
15.03
28.6
16.95
18.29
15.62
14.56
0.92
18.81
13.58
17.67
17.16
15.04
20.63
17.93
15.64
12.65
22.84
16.93
13.6
16.5
16.26
38.03
14.2
49.8
17.4
15.86
11.13
19.26
12.53
18.77
22.17
14.3
14.57
16.07
14.43
9.41
15.77
17.2
24.13
19.5
24.26
11.44
13.6
16.99
16.82
15.26
21.48
19.18
1.28
17.36
18.45
19.4
18.77
11.17
13.39
10.82
21.08
14.71
19.91
15.06
19.13
12.98
59.54
16.75
86.39
11.54
8.59
16.13
23.94
100
16.26
10.11
16.96
22.65
15
15.64
19.42
17.69
19.55
19.52
15.79
6.06
23.37
16.46
17.33
20.82
15.4
23.28
16.01
19.32
20.7
23.94
43.5
20.89
16.68
21.7
28.61
23.67
18.41
23.38
26.65
8.62
11.9
17.37
21.91
28.14
16.45
16.03
16.67
17.28
18.46
22.62
16.96
17.78
18.8
25.31
20.42
19.48
16.35
29.71
15.15
21.29
14.12
17.68
20.19
16.15
36.19
3.88
27.52
14.18
20.93
11.93
100
15.39
18.54
16.76
18.48
11.72
8.9
12.76
17.55
13.71
18.18
25.03
14.62
17.89
19.32
24.14
18.53
26.61
18.06
8.96
28.05
22.58
11.66
12.55
17.37
12.3
22.55
16.23
13.55
17.07
9.83
44.55
23.54
17.54
17.36
86.87
12.65
17.33
13
12.72
-0.59
14.89
14.92
15.83
15.65
13.93
20.06
29
19.57
12.24
16.31
16.98
12.12
14.28
11.99
18.02
17.48
19.29
21.61
27.7
17.95
15.02
15.38
26.68
26.34
16.5
19.44
15.47
15.47
9.74
16.71
13.45
40.32
16.28
22.38
18.63
15.99
19.19
52.76
17.22
23.51
16.12
18.1
18.11
14.03
21.84
23.09
18.18
17.3
17.54
17.07
18
12.91
58.23
17.15
10.98
14.23
23.76
55.39
16.72
8.17
20.54
15.15
19.85
11.64
37.9
50.43
11.11
16.12
12.77
13.85
9.39
18.22
14.98
17.41
22.14
12.99
15.12
19.72
12.65
16.84
21.21
79.59
19.11
16.94
13.96
14.02
17.74
7.88
9.63
14.31
28.02
16.09
2.27
32.31
14.58
18.8
15.16
20.99
32.22
16.35
15.26
22.65
18.57
16.69
10.33
45.8
21.02
21.7
21.89
23.46
12.91
21.83
23.75
19.21
14.22
21.33
39.88
17.39
14.72
21.99
15.75
26.22
20.64
17.78
15.77
53.82
11.07
16.79
19.99
13.25
16.57
10.59
22.03
18.39
5.78
17.48
17.51
3.71
13.71
13.27
17.73
8.92
21.04
14.31
7.43
14.65
2.5
20.86
13.69
20.6
20.3
17.09
17.7
57.95
15.4
17.39
10.18
16.52
14.87
11.74
19.68
20.43
17.47
14.03
20.15
20.5
12.92
14.53
20.65
17.82
19.59
23.3
15.15
100
16.6
11.02
10.95
18.93
17.96
-0.04
28.61
19.56
21.17
22.03
11.65
19.31
13.95
17.69
12.61
13.13
18.57
13.07
11.01
13.66
19.29
8.64
12.97
14.95
24.89
100
34.1
10.72
18.42
20.48
13.43
18.96
19.32
16.99
10.91
14.93
14.04
20.16
11.82
24.37
15.97
28.53
-0.68
7.51
-3.53
18.68
15.71
12.4
45.24
20.35
15.6
25.44
-24.21
14.23
12.46
15.31
19.97
12.71
-9.28
18.59
14.29
10.66
27.06
15.08
16.23
11.52
32.65
38.66
24.1
16.06
15.15
19.01
20.16
18.09
15.73
22.19
16.75
24.78
20.64
10.86
23.56
16.13
13.58
18.73
12.23
12.42
15.48
18.73
13.94
16.99
15.3
14.49
11.77
5.77
27.17
6.27
13.04
12.94
18.55
13.21
13.57
18.75
16.05
15.08
16.32
16.46
10.53
18.04
20.73
28.18
13.74
14.89
16.17
16.25
19.39
12.92
13.23
20.02
20.27
9.02
19.82
17.47
22.3
27.02
24.22
13.45
5.22
17.43
20.51
18.51
13.3
11.7
18.7
24.09
9.73
19.69
18.25
20.53
17.66
19.82
16.63
3.97
6.79
1.02
17.19
19.93
18.77
13.92
39.43
17.03
28.22
16.94
28.25
10.23
14.53
75.24
13.35
22.86
17.6
12.41
10.92
19.52
14.16
8.69
16.7
47.81
18.63
17.48
18.85
18.17
12.72
12.62
13.29
17.88
10.16
20.66
19.52
18.91
16.93
22.64
10.76
17.86
17.32
12.83
12.57
16.65
20.04
16.26
17.32
25.66
12.22
16.75
13.24
17.89
11.9
11.15
18.79
12.04
10.99
13.67
19.42
31.77
18.86
21.36
8.9
20.59
16.36
