MolWt,NumValenceElectrons,BalabanJ,BertzCT,NumHAcceptors,NumHDonors
377.5450000000001,148.0,0.0,348.1478911688089,3.0,1.0
391.5720000000001,154.0,0.0,361.4670526512528,3.0,1.0
244.332,86.0,0.0,214.70739051770622,3.0,0.0
272.38599999999997,98.0,0.0,240.13529613377523,3.0,0.0
256.33699999999993,98.0,0.0,240.13529613377523,3.0,0.0
267.43499999999995,106.0,0.0,240.13529613377523,3.0,1.0
288.49399999999997,98.0,0.0,240.13529613377523,3.0,0.0
288.385,104.0,0.0,254.80302513413508,4.0,0.0
272.33599999999996,104.0,0.0,254.80302513413508,4.0,0.0
325.51500000000004,130.0,0.0,317.05554381755724,4.0,0.0
437.7310000000004,178.0,0.0,410.6490132437442,4.0,0.0
316.439,116.0,0.0,280.89849070633994,4.0,0.0
288.385,104.0,0.0,254.80302513413508,4.0,0.0
332.438,122.0,0.0,295.7394922316218,5.0,0.0
376.49100000000004,140.0,0.0,337.4593368906387,6.0,0.0
564.7580000000005,218.0,0.0,524.1767168008671,9.0,0.0
564.7580000000005,218.0,0.0,538.1403689013198,9.0,0.0
246.26,84.0,0.0,262.2055940949168,5.0,0.0
274.31399999999996,96.0,0.0,289.0713826144564,5.0,0.0
302.368,108.0,0.0,316.08143227233745,5.0,0.0
332.35,118.0,0.0,407.82900448655226,7.0,0.0
360.404,130.0,0.0,436.40673600478453,7.0,0.0
444.56600000000026,166.0,0.0,551.0329672298398,7.0,0.0
444.5660000000003,166.0,0.0,522.922754564247,7.0,0.0
358.476,132.0,0.0,383.9318335714168,5.0,0.0
386.5300000000001,144.0,0.0,411.68948731522505,5.0,0.0
452.15399999999994,150.0,0.0,536.2546988024449,2.0,0.0
436.04599999999994,150.0,0.0,536.2546988024449,2.0,0.0
419.9969999999999,150.0,0.0,536.2546988024449,2.0,0.0
436.04599999999994,150.0,0.0,518.7449237981178,2.0,0.0
470.0039999999999,168.0,0.0,620.8833307737909,2.0,0.0
506.0589999999999,176.0,0.0,738.5924574214989,3.0,0.0
388.4580000000001,142.0,0.0,465.10368919434535,7.0,0.0
372.50300000000004,138.0,0.0,397.78508226332775,5.0,0.0
243.39099999999996,102.0,3.350094581809671,202.39889061249036,2.0,0.0
271.44499999999994,114.0,3.284541440518658,226.78882279004364,2.0,0.0
299.49899999999997,126.0,3.2372428042272885,251.6028811957292,2.0,0.0
327.55300000000005,138.0,3.202770196154535,276.8152387267899,2.0,0.0
299.49899999999997,126.0,3.338983194652152,251.6028811957292,2.0,0.0
327.55300000000005,138.0,3.35768643540542,276.8152387267899,2.0,0.0
355.60700000000014,150.0,3.3557220269552093,302.40234487085866,2.0,0.0
277.408,112.0,2.193635907002456,364.512570293707,2.0,0.0
305.462,124.0,2.0828557589474896,391.6814736150886,2.0,0.0
335.554,134.0,3.447075219087595,352.915550992749,3.0,0.0
363.60800000000006,146.0,3.387814901977575,380.0731388162585,3.0,0.0
