1.277509428141670345e+00,5.063179969207702857e-01,-3.600042663308772317e-02,2.488040121796024629e-01,6.232099520850591101e-02,-2.126768635224509651e-01,-6.162420221826877542e-01,6.063724288678037366e-01,-4.429161194853922234e-01,1.045703900652977136e+00,3.596542775761721877e+00,1.821953384151946409e-01,-1.358512801214043275e+00,-1.288876955290558235e-01,-3.943368407634849637e-01,6.415309345280801878e-01,-1.210361688773891942e+01,5.521262356412934835e-01,-4.959656079714609977e-01,6.854304560452332273e-01,1.432261318036461395e+00,2.889788196812927423e-01,-4.154264459947112798e+00,-5.656070569349982424e-01,3.385134286239986245e+00,1.833824360685695209e-01,2.526851320823768621e-01,-3.576912052701540778e-01,-1.342770681089305862e+00,8.948210265719562795e-01,1.050770236737179619e+00,1.445017385920753572e+00,7.910570950985438277e-01,-5.016046491794696749e-01,-1.076725389776929109e+00,1.020318563306952253e+00,6.523707951032828856e-01,-4.702900200919495344e-01,-8.997761661688907786e-01
1.357663216049753352e+01,1.035247277033111502e+01,-2.103559370783186822e+01,2.062701833695626874e+00,3.080690466243973802e+00,1.571416581211587982e+01,4.114047552786736617e+00,-1.057957320432417703e+01,-1.041538804232248339e+01,-7.016577791511170226e+00,-1.069732799591951888e+01,-1.025120274367615814e+01,-1.794531271599724320e+01,7.654744212292889927e-01,-1.928223423743883558e+00,-3.778228688337194718e+00,7.583335892545392198e+01,-3.024966929364046209e+00,3.846666491455618342e+00,1.278234222422171662e+00,-2.980443157520600295e+01,2.786441265377987975e-01,2.267693441527452336e+01,-2.524478228683296521e+00,-1.257729574968657715e+01,2.157633241748854402e+00,-7.194335894094932016e-01,3.071310714832426569e+00,1.682386584550388520e+01,-1.410649014455673367e+00,4.108640261045124475e+00,1.187828747928541873e+00,-3.784329956758907265e-01,-6.967065433894212845e-01,1.057355412893960533e+01,-6.460884007198338885e+00,-4.897825501282468963e-01,-6.095784146805319104e+00,-7.757753013191010183e+00
2.938107217997258402e+01,2.324348652720661335e+01,-2.762518043941038570e+01,-3.573092982591639100e-01,4.227249298220041140e+00,1.714454652125032652e+01,5.069311262725399558e+00,-9.322465851310754559e+00,-1.519813576971179181e+01,-1.280410480664968453e+01,-2.781899011716340908e+01,-9.365205906178882600e+00,-2.500918896820503079e+01,2.881189220391966899e+00,-1.199899393971531225e+00,-1.247950099122930112e+01,1.098007405515996879e+02,-6.974213939914667648e+00,1.004597380047044020e+00,4.887852963035440368e+00,-3.726114440552851903e+01,3.315118153719227578e-01,3.422724438677392556e+01,-2.758079083054706615e+00,-1.855327629393085687e+01,4.273117432128481497e+00,-3.074547016401276700e-01,1.025775724814746681e+01,2.266870420832763955e+01,-1.281902512415572204e+01,1.186042340456688926e+01,-3.217418242030606557e+00,1.439313043291010619e+00,-7.287101987568487260e-01,1.664188157476494112e+01,-8.321460191214704594e+00,-4.409955919664856339e-01,-5.901911426438464225e+00,-8.468375100112188747e+00
4.386902878437898323e+01,3.368990512895864242e+01,-1.953933389577235502e+01,-5.573655438516642135e+00,2.226408729550342525e+00,9.418021042136004439e-01,4.115501299094468379e-01,2.056787506122297771e+00,-1.341552032625639157e+01,-1.480761144222446646e+01,-4.379751868579657526e+01,1.458518039695607005e+00,-2.076814879035855199e+01,5.639475852506070197e+00,-2.379459489547333106e-01,-2.274417825733241116e+01,7.203066965336691396e+01,-8.945461843322965123e+00,-8.050482732178723566e+00,1.012175091901154289e+01,-1.974952203442970955e+01,5.973806713271969659e-01,2.206818167858234858e+01,-1.762064664532275060e+00,-1.380134104715354937e+01,6.457097554007773965e+00,1.600932029910391297e+00,1.687680946266031157e+01,1.361105295604973264e+01,-2.555250355504381332e+01,1.745943075028104730e+01,-9.114308753015327724e+00,5.319591009956972094e+00,-2.881365021706695728e+00,1.582397127693434058e+01,-3.239580117661796432e+00,1.439011736387966423e+00,2.321113083041675296e+00,-1.463261216888245286e+00
4.768632663933274785e+01,3.258386724835427373e+01,-6.823023848570976213e+00,-7.724537047347290297e+00,-2.174358137165508964e+00,-2.139308629010527696e+01,-7.315977268633947261e+00,9.636461824946399801e+00,-6.837748933212950853e+00,-1.219359639744345536e+01,-4.794187848159490528e+01,9.973761466166118694e+00,-1.134753388041279010e+01,6.959286927748435048e+00,-2.603402921342304666e+00,-2.527773472772219066e+01,-2.787341747748861565e+00,-5.724696815457299692e+00,-1.474255032864222592e+01,1.316960435950764463e+01,3.506842450762181151e+00,1.395969456569878808e+00,-5.393219229733389852e+00,-9.446094505633428895e-01,-6.011401060368772420e+00,6.475706265374379100e+00,2.827011742008413542e+00,1.445408213150368226e+01,-1.409480253355790857e+00,-2.226373203210631857e+01,8.732751586149328560e+00,-9.910876937010364429e+00,7.337572211042949100e+00,-8.363024228017675199e+00,1.078371172701443115e+01,5.155324187207677156e+00,3.962486748315290797e+00,1.483168890565885967e+01,8.726116504682298824e+00
3.862905108673295729e+01,1.929568479862953723e+01,4.003002915518075966e+00,-3.221722336983935620e+00,-5.807829995397050027e+00,-3.291054587844116952e+01,-1.165448072106615562e+01,5.408826961203484274e+00,3.051615479638666528e+00,-4.670732500356309380e+00,-3.213584024495649061e+01,7.223623056248946739e+00,-3.069907940794623702e+00,5.426221716556531405e+00,-7.249542707676315700e+00,-1.291954402021490367e+01,-5.185603349666833140e+01,2.847156825537211056e+00,-1.133997439862449497e+01,1.356271235045304913e+01,1.526104023203461502e+01,3.452581562191715747e+00,-2.461939468021461863e+01,-2.871611525275372667e-01,-2.414915781814315210e+00,7.081696463994031632e-01,1.850323136834097770e-01,1.482588463072478380e+00,-1.008950264838285271e+01,1.668188998892251362e+00,-1.579292925164881112e+01,-3.616502754041576395e+00,5.615181640466890833e+00,-1.254578507135302878e+01,4.733772810636329709e+00,1.155189187085801805e+01,4.143479742863087623e+00,2.443730176299943579e+01,1.518502481669675497e+01
2.532209437643501815e+01,3.858146221020954059e+00,1.352803765332625474e+01,5.025192322847669146e+00,-5.408986074944292177e+00,-2.662513623356292669e+01,-7.520002778105236096e+00,-2.302762525737412691e+00,1.567027973960971110e+01,6.589169127061723863e+00,-1.496160912017082012e+00,-2.623808974836951080e+00,4.274835401972690185e+00,1.861259044658829076e+00,-8.284217623282133403e+00,1.048806377264915390e+01,-3.991401294857970328e+01,1.329068795686755067e+01,1.544211161429918988e+00,1.539491203376860895e+01,1.598679262460089845e+01,7.684180408144893448e+00,-1.930302069011888122e+01,7.210170529669994721e-01,-3.857747331624082676e+00,-1.030337156499118123e+01,-6.610442295993249395e+00,-1.302767384390744354e+01,-7.647377262904456074e+00,3.022007363646377343e+01,-4.227368435989023965e+01,4.845240126791641622e+00,3.064926008771386989e+00,-7.843161584067063430e+00,-3.961086598835557027e-01,1.284017245409607355e+01,3.103834118368968831e-01,2.723464719966497682e+01,1.506749859078220055e+01
1.687861741929215142e+01,-4.126531248487059322e+00,2.101813738257711250e+01,1.032921575093258504e+01,-7.163300009405579871e-01,-1.195886999320778976e+01,3.539487980372378217e+00,8.613448756020154473e-01,2.802887927218527508e+01,1.791250569695405659e+01,2.630726143570114317e+01,-7.976820561874381710e+00,1.450592843437899226e+01,-1.532287198160357633e+00,-1.966839036237032712e+00,3.110861278747890779e+01,6.754320706689558307e+00,2.146282160587728782e+01,1.553296619826656766e+01,2.152237710683079186e+01,1.688771335842306698e+01,1.367496461714414480e+01,-4.171505231339409647e-01,5.150401181217931779e-01,-7.510236407431703398e+00,-1.903893235844223852e+01,-1.278201205353619585e+01,-1.835417550405778186e+01,2.073875754228380330e-01,4.296359717455696625e+01,-5.346271491561043376e+01,1.037609599575164410e+01,3.347400272688743073e+00,6.953158308262274545e+00,-3.240362238613244905e+00,9.255529359440853199e+00,-4.714999510335909250e+00,2.575277696571163588e+01,1.181785934676446992e+01
1.185482961743051433e+01,-5.187204246245852524e+00,2.092780902367053386e+01,8.076602799585543835e+00,5.003564288283746997e+00,-4.402685057685360448e+00,1.430210514459321658e+01,1.629535222374037673e+01,3.351667851538002196e+01,2.418090836387126785e+01,3.457557629403391530e+01,-3.141315689859210281e+00,2.640206096813732017e+01,-3.250779706608767583e+00,8.116226056941949096e+00,3.631222998930310553e+01,3.050004504002128414e+01,2.492152683479146447e+01,2.185852446641873925e+01,2.833471956193857721e+01,2.249559633537361236e+01,1.830305480617982283e+01,4.979853332729714310e+00,-3.301910987368463779e+00,-1.221154451811998598e+01,-1.739142978372193227e+01,-1.218075279271804234e+01,-1.254146198964248704e+01,4.796485038928980593e+00,3.469144365854933199e+01,-4.250111515290254260e+01,1.378903535057133567e+01,4.983942962023412804e+00,2.237073555128011293e+01,-2.877197390292602464e+00,2.799479424672249195e+00,-5.522199677976812993e+00,2.419684582207321455e+01,1.023741143213283422e+01
1.551529882256730275e+00,-6.569162900025419027e+00,1.154114834406909651e+01,-1.257754501896704680e+00,7.592156806614705822e+00,-9.242140928130872624e+00,1.822162349006693205e+01,2.873386257533064381e+01,2.726757588155116352e+01,2.216665819998508269e+01,2.073055597068974620e+01,7.001873022676816660e+00,3.219386714841580499e+01,-3.346053600889192570e+00,1.469168120877702322e+01,2.508225666627645012e+01,6.725665496770410812e+00,2.287144775532171082e+01,1.820006017045716362e+01,2.905134427567242383e+01,2.582790140212984653e+01,1.762191653927505541e+01,-1.379086792644094572e+01,-9.400221801517650633e+00,-1.845083183069333188e+01,-5.879136924387512231e+00,-3.841123369769866791e+00,-2.787751877649887966e+00,3.716682714079424965e+00,1.621525713399718782e+01,-1.560155216948259138e+01,1.917298903614532435e+01,2.691955323579872328e+00,2.574847198180408725e+01,-5.612471857762120209e-01,-4.491821374369616926e+00,-5.171038081100149952e-01,2.248501559768280345e+01,1.046738807363702506e+01
