   7.6400000e+02   2.3600000e+02   6.4966265e-01
   8.1800000e+02   2.7800000e+02   7.2111844e-01
   7.5400000e+02   2.6400000e+02   6.5401232e-01
   6.2500000e+02   2.7600000e+02   4.5788173e-01
   6.2500000e+02   2.8300000e+02   4.6214295e-01
   7.3900000e+02   2.1000000e+02   6.0332626e-01
   7.6900000e+02   2.1000000e+02   6.3887922e-01
   6.9500000e+02   2.3900000e+02   5.6139514e-01
   6.2400000e+02   2.3700000e+02   4.2972021e-01
   6.6300000e+02   2.5600000e+02   5.1925528e-01
   7.4600000e+02   2.2700000e+02   6.2345777e-01
   6.6700000e+02   3.0000000e+02   5.5193228e-01
   8.0300000e+02   2.7400000e+02   7.0697510e-01
   6.6600000e+02   2.8500000e+02   5.4199479e-01
   6.9000000e+02   2.1100000e+02   5.3355315e-01
   7.7400000e+02   2.5500000e+02   6.7068030e-01
   8.0500000e+02   2.2800000e+02   6.8584119e-01
   7.0500000e+02   2.2700000e+02   5.6843955e-01
   7.1500000e+02   2.6900000e+02   6.0852706e-01
   7.2300000e+02   2.7600000e+02   6.2292274e-01
   8.1500000e+02   2.7800000e+02   7.1871403e-01
   7.9700000e+02   2.7500000e+02   7.0217794e-01
   8.1900000e+02   2.5200000e+02   7.1028081e-01
   6.9000000e+02   2.3900000e+02   5.5357843e-01
   7.6200000e+02   2.6000000e+02   6.6071029e-01
   6.8600000e+02   2.1700000e+02   5.3160087e-01
   7.2000000e+02   2.7300000e+02   6.1740481e-01
   7.0500000e+02   2.7600000e+02   5.9842772e-01
   7.6600000e+02   2.0400000e+02   6.3143473e-01
   6.8800000e+02   2.9500000e+02   5.8336983e-01
   7.4400000e+02   2.7400000e+02   6.4772276e-01
   6.9400000e+02   2.4800000e+02   5.6566747e-01
   6.9400000e+02   2.3800000e+02   5.5918463e-01
   6.9100000e+02   2.7100000e+02   5.7488726e-01
   6.6300000e+02   2.5600000e+02   5.1925528e-01
   6.5900000e+02   2.5800000e+02   5.1332436e-01
   8.0700000e+02   2.2900000e+02   6.8819271e-01
   7.7900000e+02   2.9200000e+02   6.9307834e-01
   7.6400000e+02   2.2200000e+02   6.4115718e-01
   6.6300000e+02   2.3400000e+02   5.0440585e-01
   7.3000000e+02   2.3700000e+02   6.0972044e-01
   7.8000000e+02   2.3900000e+02   6.6816358e-01
   6.9100000e+02   2.0500000e+02   5.3047932e-01
   7.8000000e+02   2.4600000e+02   6.7198492e-01
   6.9200000e+02   2.0600000e+02   5.3288008e-01
   6.5300000e+02   2.3700000e+02   4.8805665e-01
   7.5700000e+02   2.5800000e+02   6.5420336e-01
   7.5800000e+02   2.0600000e+02   6.2367369e-01
   7.0000000e+02   2.8800000e+02   5.9763947e-01
   6.4800000e+02   2.4100000e+02   4.8132940e-01
   6.5100000e+02   2.9400000e+02   5.2011367e-01
   7.2800000e+02   2.5400000e+02   6.1731327e-01
   6.6100000e+02   2.8700000e+02   5.3435364e-01
   7.9500000e+02   2.8200000e+02   7.0348614e-01
   7.1700000e+02   2.7000000e+02   6.1178239e-01
   7.0600000e+02   2.6500000e+02   5.9372097e-01
   7.7100000e+02   2.7000000e+02   6.7514733e-01
   6.3600000e+02   2.2100000e+02   4.4278525e-01
   7.3100000e+02   2.2300000e+02   6.0196923e-01
   6.4700000e+02   2.7200000e+02   4.9969409e-01
   7.0600000e+02   2.9600000e+02   6.1026492e-01
   6.5300000e+02   2.6600000e+02   5.0732290e-01
   7.9600000e+02   2.4500000e+02   6.8681242e-01
   7.1500000e+02   2.5500000e+02   6.0056380e-01
   7.6600000e+02   2.0100000e+02   6.2931746e-01
   7.4100000e+02   2.4600000e+02   6.2896467e-01
   7.5200000e+02   2.5200000e+02   6.4533494e-01
   6.5100000e+02   2.4400000e+02   4.8915337e-01
   8.1400000e+02   2.1600000e+02   6.8694588e-01
   6.7200000e+02   2.2200000e+02   5.1166025e-01
   6.7200000e+02   2.3100000e+02   5.1821238e-01
   7.5800000e+02   2.4900000e+02   6.5043892e-01
   6.3200000e+02   2.0800000e+02   4.2417017e-01
   7.4500000e+02   2.7600000e+02   6.4988851e-01
   8.1100000e+02   2.9600000e+02   7.2282274e-01
   6.2800000e+02   2.1800000e+02   4.2386627e-01
   7.6700000e+02   2.3700000e+02   6.5349904e-01
   7.0800000e+02   2.4000000e+02   5.8147391e-01
   7.9900000e+02   2.9500000e+02   7.1243468e-01
   7.0800000e+02   2.2100000e+02   5.6867907e-01
   7.6300000e+02   2.3400000e+02   6.4738804e-01
   7.2000000e+02   2.9600000e+02   6.2910463e-01
   7.7700000e+02   2.7700000e+02   6.8445166e-01
   7.4000000e+02   2.3400000e+02   6.2052226e-01
   7.5200000e+02   2.2600000e+02   6.2997339e-01
   7.4300000e+02   2.5500000e+02   6.3648745e-01
   7.7200000e+02   2.6300000e+02   6.7271736e-01
   6.3000000e+02   2.5600000e+02   4.5553601e-01
   6.3600000e+02   2.0700000e+02   4.3158134e-01
   6.4900000e+02   2.8500000e+02   5.1124548e-01
   6.2700000e+02   2.7000000e+02   4.5834695e-01
   7.7300000e+02   2.9100000e+02   6.8682833e-01
   7.6200000e+02   2.2900000e+02   6.4327573e-01
   7.2600000e+02   2.0000000e+02   5.7871844e-01
   7.4100000e+02   2.1300000e+02   6.0796887e-01
   7.6400000e+02   2.3400000e+02   6.4848712e-01
   7.1800000e+02   2.5100000e+02   6.0230536e-01
   6.3400000e+02   2.3800000e+02   4.5135507e-01
   6.2700000e+02   2.0100000e+02   4.0782917e-01
   7.8200000e+02   2.6700000e+02   6.8459741e-01
   7.8700000e+02   2.2800000e+02   6.6887393e-01
   7.7900000e+02   2.3900000e+02   6.6715489e-01
   7.7100000e+02   2.2600000e+02   6.5126617e-01
   7.3600000e+02   2.9500000e+02   6.4851682e-01
   7.4200000e+02   2.1400000e+02   6.0991644e-01
   6.3900000e+02   2.3700000e+02   4.6078092e-01
   8.0900000e+02   2.8000000e+02   7.1465016e-01
   6.7000000e+02   2.2900000e+02   5.1329034e-01
   7.3600000e+02   2.3700000e+02   6.1738714e-01
   7.9000000e+02   2.5000000e+02   6.8379555e-01
   7.6600000e+02   2.8500000e+02   6.7709928e-01
   6.7000000e+02   2.7400000e+02   5.4254472e-01
   7.3800000e+02   2.2300000e+02   6.1097107e-01
   7.3400000e+02   2.6300000e+02   6.2993465e-01
   7.9600000e+02   2.2600000e+02   6.7639545e-01
   6.3900000e+02   2.3500000e+02   4.5933911e-01
   6.2600000e+02   2.3300000e+02   4.3105322e-01
   6.3100000e+02   2.8800000e+02   4.7758454e-01
   7.5700000e+02   2.5700000e+02   6.5367200e-01
   7.7300000e+02   2.4400000e+02   6.6378094e-01
   7.5400000e+02   2.4800000e+02   6.4538749e-01
   7.1800000e+02   2.2700000e+02   5.8711656e-01
   6.4000000e+02   2.8600000e+02   4.9449046e-01
   6.6600000e+02   2.3800000e+02   5.1259195e-01
   6.6300000e+02   2.0000000e+02   4.7809913e-01
   7.5500000e+02   2.0200000e+02   6.1729107e-01
   7.4300000e+02   2.3800000e+02   6.2664836e-01
   7.2500000e+02   2.3200000e+02   5.9996030e-01
   6.7000000e+02   2.8200000e+02   5.4716443e-01
   8.0600000e+02   2.0100000e+02   6.7036553e-01
   6.3900000e+02   2.0100000e+02   4.3264097e-01
   7.7200000e+02   2.7200000e+02   6.7712496e-01
   7.0300000e+02   2.9700000e+02   6.0654314e-01
   7.4800000e+02   2.2600000e+02   6.2522768e-01
   7.8500000e+02   2.4600000e+02   6.7691297e-01
   8.2100000e+02   2.1100000e+02   6.9003305e-01
   8.2000000e+02   3.0000000e+02   7.3145177e-01
   7.5700000e+02   2.3000000e+02   6.3825183e-01
   7.2500000e+02   2.9600000e+02   6.3549986e-01
   8.1800000e+02   2.6100000e+02   7.1366972e-01
   7.1500000e+02   2.8600000e+02   6.1753902e-01
   7.9200000e+02   2.9200000e+02   7.0507339e-01
   7.4200000e+02   2.3400000e+02   6.2298393e-01
   7.1500000e+02   2.2300000e+02   5.8017733e-01
   8.2300000e+02   2.9600000e+02   7.3222335e-01
   7.9600000e+02   2.9500000e+02   7.0983990e-01
   7.2600000e+02   2.8400000e+02   6.3087972e-01
   8.0700000e+02   2.2600000e+02   6.8651323e-01
   6.9500000e+02   2.5100000e+02   5.6908633e-01
   6.6900000e+02   2.4800000e+02   5.2464069e-01
   7.0000000e+02   2.4900000e+02   5.7540197e-01
   7.4700000e+02   2.7600000e+02   6.5218960e-01
   6.7300000e+02   2.5900000e+02   5.3858094e-01
   7.3500000e+02   2.3500000e+02   6.1488400e-01
   6.4500000e+02   2.8700000e+02   5.0479247e-01
   7.0300000e+02   2.0000000e+02   5.4535741e-01
   6.6900000e+02   2.4100000e+02   5.1994800e-01
   7.5400000e+02   2.8600000e+02   6.6484431e-01
   6.7400000e+02   2.1600000e+02   5.1060821e-01
   8.1900000e+02   2.1800000e+02   6.9244263e-01
   6.6400000e+02   2.4500000e+02   5.1381092e-01
   7.8100000e+02   2.6600000e+02   6.8314787e-01
   6.6900000e+02   2.9600000e+02   5.5320079e-01
   7.1900000e+02   2.8600000e+02   6.2285095e-01
   7.8600000e+02   2.6500000e+02   6.8746144e-01
   7.9200000e+02   2.0100000e+02   6.5688804e-01
   7.7900000e+02   2.3300000e+02   6.6375629e-01
   7.0300000e+02   2.4100000e+02   5.7479921e-01
   8.0200000e+02   2.6200000e+02   7.0062657e-01
   8.0900000e+02   2.5300000e+02   7.0239493e-01
   7.9500000e+02   2.0900000e+02   6.6510187e-01
   6.7700000e+02   2.6800000e+02   5.5077525e-01
   7.7800000e+02   2.7100000e+02   6.8261761e-01
   7.1900000e+02   2.5400000e+02   6.0543341e-01
   6.3700000e+02   2.2100000e+02   4.4482101e-01
   6.7300000e+02   2.1600000e+02   5.0887000e-01
   7.5700000e+02   2.7500000e+02   6.6285474e-01
   7.8100000e+02   2.3800000e+02   6.6861083e-01
   8.1900000e+02   2.4800000e+02   7.0835077e-01
   8.0400000e+02   2.6700000e+02   7.0468749e-01
   6.3000000e+02   2.2800000e+02   4.3574409e-01
   7.6100000e+02   2.4400000e+02   6.5096436e-01
   7.8500000e+02   2.8300000e+02   6.9481566e-01
   7.1000000e+02   2.1600000e+02   5.6802942e-01
   7.9500000e+02   2.9600000e+02   7.0937450e-01
   7.6000000e+02   2.1000000e+02   6.2875771e-01
   7.2700000e+02   2.0300000e+02   5.8237887e-01
   6.9400000e+02   2.5100000e+02   5.6755223e-01
   6.4600000e+02   2.9600000e+02   5.1182126e-01
   6.6800000e+02   2.2900000e+02   5.0976637e-01
   6.3500000e+02   2.7400000e+02   4.7731181e-01
   6.8400000e+02   2.3300000e+02   5.3984699e-01
   8.1400000e+02   2.9700000e+02   7.2561523e-01
   8.1200000e+02   2.0700000e+02   6.7970053e-01
   8.0800000e+02   2.0700000e+02   6.7607792e-01
   6.4800000e+02   2.2600000e+02   4.7046989e-01
   7.6100000e+02   2.9100000e+02   6.7463308e-01
   7.0800000e+02   2.5000000e+02   5.8772983e-01
   6.2800000e+02   2.6500000e+02   4.5725690e-01
   7.9800000e+02   2.6000000e+02   6.9612667e-01
   6.7900000e+02   2.5900000e+02   5.4862435e-01
   7.5500000e+02   2.1500000e+02   6.2633436e-01
   6.8400000e+02   2.6400000e+02   5.5979321e-01
   8.0000000e+02   2.1100000e+02   6.7115613e-01
   7.5800000e+02   2.5600000e+02   6.5424422e-01
   6.8800000e+02   2.2300000e+02   5.3927450e-01
   7.1700000e+02   2.1600000e+02   5.7808313e-01
   6.6700000e+02   2.0500000e+02   4.8952700e-01
   6.7300000e+02   2.4600000e+02   5.3023058e-01
   6.7400000e+02   2.2400000e+02   5.1661046e-01
   6.7200000e+02   2.4800000e+02   5.2983357e-01
   8.1100000e+02   2.8200000e+02   7.1714358e-01
   6.4200000e+02   2.5900000e+02   4.8177785e-01
   6.6900000e+02   3.0000000e+02   5.5533441e-01
   7.2600000e+02   2.8800000e+02   6.3287332e-01
   7.7200000e+02   2.5300000e+02   6.6758688e-01
   7.8500000e+02   2.5600000e+02   6.8207971e-01
   7.2800000e+02   2.5100000e+02   6.1557537e-01
   7.9300000e+02   2.8600000e+02   7.0342897e-01
   8.0700000e+02   2.9700000e+02   7.1995737e-01
   8.0000000e+02   2.4500000e+02   6.9046661e-01
   7.2800000e+02   2.3800000e+02   6.0773736e-01
   6.6300000e+02   2.7000000e+02   5.2797212e-01
   6.6200000e+02   2.2100000e+02   4.9305490e-01
   7.0700000e+02   2.3800000e+02   5.7873330e-01
   7.5100000e+02   2.3900000e+02   6.3675512e-01
   8.1100000e+02   2.2700000e+02   6.9061886e-01
   7.9800000e+02   2.9500000e+02   7.1157414e-01
   6.5500000e+02   2.9900000e+02   5.3022732e-01
   7.1800000e+02   2.1800000e+02   5.8091205e-01
   7.5500000e+02   2.4300000e+02   6.4368581e-01
   7.7600000e+02   2.7500000e+02   6.8253791e-01
   6.7000000e+02   2.7900000e+02   5.4545010e-01
